Name,CAS #,human VDss (L/kg),human CL (mL/min/kg),fraction unbound in plasma (fu),MRT (h),terminal  t1/2 (h),MW,HBA,HBD,TPSA_NO,RotBondCount,MoKa.LogP,MoKa.LogD7.4,moka_ionState7.4,moka_ionState7.4_anionic,moka_ionState7.4_cationic,moka_ionState7.4_neutral,moka_ionState7.4_zwitterionic,human VDss (L/kg) / fraction unbound in plasma (fu),human CL (mL/min/kg) / fraction unbound in plasma (fu)
Tegaserod,145158-71-0,5.3,18.0,0.02,4.9,11.0,301.39,6,4,85.3,9,4.3,0.86,cationic,0.0,1.0,0.0,0.0,265.0,900.0
Teicoplanin A2-1,91032-34-7,0.92,0.32,0.14,45.6,48.1,1877.64,42,24,662.4,19,0.47,-2.2,anionic,1.0,0.0,0.0,0.0,6.571428571428571,2.2857142857142856
Teicoplanin A2-2,91032-26-7,0.83,0.25,0.09,56.1,54.2,1879.66,42,24,662.4,19,0.88,-1.8,anionic,1.0,0.0,0.0,0.0,9.222222222222221,2.7777777777777777
Teicoplanin A2-3,91032-36-9,0.57,0.18,0.06,51.7,49.3,1879.66,42,24,662.4,20,1.0,-1.7,anionic,1.0,0.0,0.0,0.0,9.5,3.0
Teicoplanin A2-4,91032-37-0,0.57,0.15,0.044,64.8,58.1,1893.68,42,24,662.4,20,1.4,-1.3,anionic,1.0,0.0,0.0,0.0,12.954545454545455,3.409090909090909
Teicoplanin A2-5,91032-38-1,0.42,0.09,0.033,78.2,66.8,1893.68,42,24,662.4,20,1.4,-1.3,anionic,1.0,0.0,0.0,0.0,12.727272727272727,2.727272727272727
Telavancin,372151-71-8,0.11,0.2,0.07,9.2,6.7,1755.63,38,23,598.1,30,2.0,0.08,anionic,1.0,0.0,0.0,0.0,1.5714285714285714,2.857142857142857
Telithromycin,191114-48-4,3.0,14.0,0.41,3.6,12.0,812.0,15,1,171.8,11,3.7,2.4,cationic,0.0,1.0,0.0,0.0,7.317073170731708,34.146341463414636
Telmisartan,144701-48-4,5.3,8.4,0.004,11.0,20.0,514.62,6,1,72.9,7,7.7,4.7,anionic,1.0,0.0,0.0,0.0,1325.0,2100.0
Temocillin,66148-78-5,0.11,0.34,0.21,5.2,4.1,414.45,9,3,133.2,6,0.81,-5.7,anionic,1.0,0.0,0.0,0.0,0.5238095238095238,1.6190476190476193
Tenidap,120210-48-2,0.11,0.058,0.01,31.6,22.7,320.75,5,2,83.6,1,2.1,0.95,anionic,1.0,0.0,0.0,0.0,11.0,5.8
Teniposide,29767-20-2,0.41,0.19,0.0044,37.0,16.0,656.65,13,3,160.8,6,0.15,0.15,neutral,0.0,0.0,1.0,0.0,93.18181818181817,43.18181818181818
Tenofovir,147127-20-6,0.83,3.1,0.93,3.8,5.8,287.21,9,3,136.4,5,-1.3,-6.4,anionic,1.0,0.0,0.0,0.0,0.8924731182795698,3.333333333333333
Tenoxicam,59804-37-4,0.19,0.03,0.0085,92.0,67.0,337.37,7,2,99.6,2,2.5,-0.92,anionic,1.0,0.0,0.0,0.0,22.352941176470587,3.529411764705882
Terazosin,63590-64-7,0.98,1.1,0.08,15.0,9.0,387.43,9,1,103.0,4,2.0,1.9,neutral,0.0,0.0,1.0,0.0,12.25,13.75
Terbutaline,23031-25-6,1.5,3.4,0.75,7.4,15.0,225.28,4,4,72.7,3,0.93,-0.41,cationic,0.0,1.0,0.0,0.0,2.0,4.533333333333333
Teriflunomide,163451-81-8,0.16,0.007,0.01,367.0,350.0,270.21,4,2,73.1,3,3.9,2.4,anionic,1.0,0.0,0.0,0.0,16.0,0.7
Terodiline,15793-40-5,5.1,1.1,0.08,81.0,56.0,281.44,1,1,12.0,5,5.0,2.1,cationic,0.0,1.0,0.0,0.0,63.74999999999999,13.75
Tesaglitazar,251565-85-2,0.13,0.039,0.0011,56.0,45.0,408.47,7,1,99.1,11,2.7,-0.53,anionic,1.0,0.0,0.0,0.0,118.18181818181817,35.45454545454545
Testosterone,58-22-0,0.35,24.5,0.057,0.25,0.17,288.42,2,1,37.3,0,3.3,3.3,neutral,0.0,0.0,1.0,0.0,6.140350877192982,429.82456140350877
Tetracycline,60-54-8,1.2,1.5,0.78,12.0,9.4,444.43,10,6,181.6,2,-0.87,-3.4,anionic,1.0,0.0,0.0,0.0,1.5384615384615383,1.923076923076923
"Tetrahydrocannabinol, D9-",1972-08-3,8.9,3.2,0.05,46.0,33.0,314.46,2,1,29.5,4,7.0,7.0,neutral,0.0,0.0,1.0,0.0,178.0,64.0
Tezosentan,180384-57-0,0.28,8.1,0.0085,0.58,3.8,605.63,15,3,200.1,12,3.5,-1.6,anionic,1.0,0.0,0.0,0.0,32.94117647058824,952.9411764705882
Thalidomide,50-35-1,0.95,3.4,0.4,4.3,4.7,258.23,6,1,83.5,1,0.87,0.58,neutral,0.0,0.0,1.0,0.0,2.3749999999999996,8.5
Theophylline,58-55-9,0.51,0.86,0.61,9.9,7.2,180.16,6,1,69.3,0,-0.22,-0.22,neutral,0.0,0.0,1.0,0.0,0.8360655737704918,1.4098360655737705
Thiamphenicol glycinate,2393-92-2,0.13,9.6,0.27,0.23,0.28,413.27,8,3,135.8,9,-1.4,-1.8,cationic,0.0,1.0,0.0,0.0,0.48148148148148145,35.55555555555555
Thiopental,76-75-5,1.2,8.2,0.14,2.4,2.0,242.34,4,2,58.2,4,2.8,2.5,anionic,1.0,0.0,0.0,0.0,8.571428571428571,58.57142857142856
Thiotepa,52-24-4,1.6,6.7,0.9,4.0,2.7,189.22,3,0,9.0,3,0.53,0.53,neutral,0.0,0.0,1.0,0.0,1.777777777777778,7.444444444444445
Tiagabine,115103-54-3,1.1,1.6,0.04,12.0,10.0,375.55,3,1,40.5,6,5.3,2.4,zwitterionic,0.0,0.0,0.0,1.0,27.5,40.0
Tianeptine,66981-73-5,0.3,2.8,0.05,1.9,1.4,436.95,6,2,86.7,8,4.4,1.6,anionic,1.0,0.0,0.0,0.0,5.999999999999999,55.99999999999999
Tiaprofenic acid,33005-95-7,0.08,0.62,0.015,2.3,2.1,260.31,3,1,54.4,4,2.7,-0.53,anionic,1.0,0.0,0.0,0.0,5.333333333333334,41.333333333333336
Tiazofurin,60084-10-8,1.1,2.4,0.47,7.6,5.9,260.27,7,4,125.9,3,-1.8,-1.8,neutral,0.0,0.0,1.0,0.0,2.340425531914894,5.1063829787234045
Ticagrelor,274693-27-5,1.25,3.38,0.002,6.16,6.8,480.49,10,4,138.4,7,0.93,-1.2,anionic,1.0,0.0,0.0,0.0,625.0,1690.0
Ticarcillin,34787-01-4,0.16,1.8,0.55,1.5,1.0,384.43,8,3,124.0,5,0.88,-5.7,anionic,1.0,0.0,0.0,0.0,0.2909090909090909,3.2727272727272725
Tigecycline,220620-09-7,12.0,3.8,0.2,53.0,48.0,585.65,13,7,205.8,6,-0.11,-2.9,cationic,0.0,1.0,0.0,0.0,60.0,18.999999999999996
Tilidine,51931-66-9,4.0,16.0,0.21,4.2,5.0,273.37,3,0,29.5,5,4.1,3.4,cationic,0.0,1.0,0.0,0.0,19.047619047619047,76.19047619047619
Tiludronate,89987-06-4,0.23,0.4,0.1,9.5,7.7,318.61,6,4,115.1,4,0.35,-4.4,anionic,1.0,0.0,0.0,0.0,2.3,4.0
Timolol,26839-75-8,1.5,8.5,0.9,3.0,2.2,316.42,7,2,79.7,6,1.4,-0.34,cationic,0.0,1.0,0.0,0.0,1.6666666666666665,9.444444444444445
Tinidazole,19387-91-8,0.59,0.6,0.8,16.0,13.0,247.27,7,0,97.8,5,-0.48,-0.48,neutral,0.0,0.0,1.0,0.0,0.7374999999999999,0.7499999999999999
Tiopronin,1953-02-2,1.39,1.48,0.45,15.7,55.0,163.19,4,2,66.4,3,-0.23,-3.6,anionic,1.0,0.0,0.0,0.0,3.0888888888888886,3.2888888888888888
Tipifarnib,192185-72-1,0.93,5.03,0.006,3.07,2.52,489.4,5,1,65.8,4,4.1,4.1,neutral,0.0,0.0,1.0,0.0,155.0,838.3333333333334
Tirapazamine,27314-97-2,0.56,8.9,0.81,1.0,0.78,178.15,6,1,92.8,0,-1.7,-1.7,neutral,0.0,0.0,1.0,0.0,0.6913580246913581,10.987654320987653
Tirilazad,110101-66-1,9.8,7.0,0.006,23.2,49.3,624.86,8,0,72.9,6,8.1,6.1,cationic,0.0,1.0,0.0,0.0,1633.3333333333335,1166.6666666666667
Tirofiban,142373-60-2,0.34,3.0,0.36,1.8,1.6,440.6,7,3,104.7,14,4.4,1.6,zwitterionic,0.0,0.0,0.0,1.0,0.9444444444444445,8.333333333333334
Tizanidine,51322-75-9,2.4,11.0,0.7,3.6,2.4,253.71,5,2,62.2,2,1.4,-0.26,cationic,0.0,1.0,0.0,0.0,3.428571428571429,15.714285714285715
Tobramycin,32986-56-4,0.23,1.6,1.0,2.4,2.0,467.51,14,10,268.2,6,-7.0,-8.5,cationic,0.0,1.0,0.0,0.0,0.23,1.6
Tocainide,41708-72-9,1.8,2.2,0.87,14.0,12.0,192.26,3,2,55.1,2,0.65,0.27,cationic,0.0,1.0,0.0,0.0,2.0689655172413794,2.528735632183908
Tofogliflozin,903565-83-3,0.63,2.07,0.46,5.1,4.7,386.44,6,4,99.4,4,1.6,1.6,neutral,0.0,0.0,1.0,0.0,1.3695652173913042,4.499999999999999
Tolamolol,38103-61-6,4.0,14.0,0.089,4.8,2.5,344.4,6,3,93.8,10,1.5,0.63,cationic,0.0,1.0,0.0,0.0,44.943820224719104,157.30337078651687
Tolbutamide,64-77-7,0.12,0.21,0.05,9.5,7.0,270.35,5,2,75.3,5,2.3,0.17,anionic,1.0,0.0,0.0,0.0,2.4,4.199999999999999
Tolcapone,134308-13-7,0.12,1.9,0.0012,1.1,1.1,273.24,6,2,103.3,3,3.0,0.84,anionic,1.0,0.0,0.0,0.0,100.0,1583.3333333333335
Tolfenamic acid,13710-19-5,0.16,2.37,0.003,1.13,2.15,261.7,3,2,49.3,3,4.8,2.0,anionic,1.0,0.0,0.0,0.0,53.333333333333336,790.0
Toloxatone,29218-27-7,1.5,11.0,0.49,2.3,1.6,207.23,4,1,49.8,2,1.9,1.9,neutral,0.0,0.0,1.0,0.0,3.061224489795918,22.448979591836736
Tolterodine,124937-51-5,1.5,8.4,0.037,3.0,2.4,325.49,2,1,23.5,7,5.4,3.6,cationic,0.0,1.0,0.0,0.0,40.54054054054054,227.02702702702706
Tolvaptan,150683-30-0,0.5,2.4,0.01,3.5,2.9,448.94,5,2,69.6,3,5.2,5.2,neutral,0.0,0.0,1.0,0.0,50.0,240.0
Tomopenem,222400-20-6,0.23,1.9,0.91,2.0,1.7,537.63,13,6,192.4,9,-2.3,-4.7,zwitterionic,0.0,0.0,0.0,1.0,0.25274725274725274,2.0879120879120876
Tonapofylline,340021-17-2,0.76,1.08,0.1,11.7,16.0,416.51,8,2,110.0,8,3.2,0.73,anionic,1.0,0.0,0.0,0.0,7.6,10.8
Topiramate,97240-79-4,0.8,0.27,0.72,48.7,34.8,339.36,9,1,115.5,3,0.47,0.44,neutral,0.0,0.0,1.0,0.0,1.1111111111111112,0.37500000000000006
Topotecan,123948-87-8,1.8,13.0,0.65,2.3,2.3,421.45,8,2,103.2,3,1.3,-1.5,cationic,0.0,1.0,0.0,0.0,2.769230769230769,20.0
Torsemide,56211-40-6,0.21,0.53,0.01,6.6,5.1,348.42,7,3,100.2,5,2.9,0.095,anionic,1.0,0.0,0.0,0.0,21.0,53.0
Trabectedin,114899-77-3,25.0,12.0,0.06,35.0,44.0,761.84,14,4,168.7,4,1.8,1.2,cationic,0.0,1.0,0.0,0.0,416.6666666666667,200.0
Tramadol,27203-92-5,2.8,6.5,0.8,7.2,5.8,263.38,3,1,32.7,4,2.6,0.99,cationic,0.0,1.0,0.0,0.0,3.4999999999999996,8.125
Trametinib,871700-17-3,13.94,0.8,0.03,304.0,229.0,615.39,9,2,102.1,5,4.6,4.6,neutral,0.0,0.0,1.0,0.0,464.6666666666667,26.666666666666668
Trandolapril,87679-37-6,0.25,12.5,0.17,0.34,0.26,430.54,7,2,95.9,10,3.2,-0.16,anionic,1.0,0.0,0.0,0.0,1.4705882352941175,73.52941176470588
Tranexamic acid,1197-18-8,0.38,2.4,0.97,2.6,2.3,157.21,3,2,63.3,2,0.34,-1.9,zwitterionic,0.0,0.0,0.0,1.0,0.3917525773195876,2.4742268041237114
Traxoprodil,134234-12-1,4.4,27.0,0.63,2.6,3.7,327.42,4,3,63.9,4,2.1,1.0,cationic,0.0,1.0,0.0,0.0,6.984126984126985,42.857142857142854
Trazodone,19794-93-5,0.52,1.4,0.08,6.2,7.3,371.86,6,0,42.4,5,4.5,4.3,neutral,0.0,0.0,1.0,0.0,6.5,17.5
Treprostinil,81846-19-7,0.23,10.7,0.09,0.36,0.82,390.51,5,3,87.0,13,4.6,1.4,anionic,1.0,0.0,0.0,0.0,2.555555555555556,118.88888888888889
Triamcinolone Acetonide,76-25-5,1.4,9.4,0.2,2.5,2.4,434.5,6,2,93.1,2,2.3,2.3,neutral,0.0,0.0,1.0,0.0,6.999999999999999,47.0
Triamterene,396-01-0,13.0,63.0,0.42,3.4,4.3,253.26,7,3,129.6,1,1.1,1.1,neutral,0.0,0.0,1.0,0.0,30.952380952380953,150.0
Triazolam,28911-01-5,0.58,3.0,0.1,3.2,2.7,343.21,4,0,43.1,1,2.6,2.6,neutral,0.0,0.0,1.0,0.0,5.799999999999999,30.0
Trimethoprim,738-70-5,1.5,2.1,0.5,12.0,9.6,290.32,7,2,105.5,5,1.1,0.94,neutral,0.0,0.0,1.0,0.0,3.0,4.2
Trimetrexate,52128-35-5,0.77,0.77,0.05,17.0,17.0,369.42,8,3,117.5,6,2.4,2.3,neutral,0.0,0.0,1.0,0.0,15.4,15.4
Trimipramine,739-71-9,16.0,16.0,0.051,17.0,23.0,294.43,2,0,6.5,4,4.6,3.1,cationic,0.0,1.0,0.0,0.0,313.72549019607845,313.72549019607845
Trospectomycin,88669-04-9,0.7,1.7,0.65,6.9,11.0,374.43,9,5,129.5,5,-1.4,-3.8,cationic,0.0,1.0,0.0,0.0,1.0769230769230769,2.6153846153846154
Trospium,47608-32-2,5.1,13.9,0.33,6.1,5.0,392.51,4,1,46.5,5,0.83,0.83,neutral,0.0,0.0,1.0,0.0,15.454545454545453,42.12121212121212
Trovafloxacin,147059-72-1,1.3,1.4,0.24,15.0,11.0,416.35,7,2,99.8,3,2.6,0.28,zwitterionic,0.0,0.0,0.0,1.0,5.416666666666667,5.833333333333333
Tubocurarine,57-94-3,0.45,3.4,0.58,2.2,2.0,609.73,8,2,80.6,2,4.7,3.9,cationic,0.0,1.0,0.0,0.0,0.7758620689655173,5.862068965517242
TZP 101,842131-33-3,0.1,0.1,0.01,15.2,11.8,538.65,8,3,99.8,3,4.3,3.7,cationic,0.0,1.0,0.0,0.0,10.0,10.0
"UK-240,455",178908-09-3,0.8,6.0,0.13,2.2,1.4,368.19,8,3,115.8,4,-0.31,-0.43,neutral,0.0,0.0,1.0,0.0,6.153846153846154,46.15384615384615
Umeclidinium,869185-19-3,1.23,35.95,0.11,0.57,19.0,428.59,3,1,29.5,8,1.6,1.6,neutral,0.0,0.0,1.0,0.0,11.181818181818182,326.81818181818187
Vaborbactam,1360457-46-0,0.29,2.94,0.67,1.64,1.34,297.14,6,3,95.9,5,0.36,-2.1,anionic,1.0,0.0,0.0,0.0,0.4328358208955223,4.388059701492537
Valbenazine,1025504-45-3,1.31,1.71,0.01,12.78,18.0,418.57,6,1,74.0,8,3.4,2.5,cationic,0.0,1.0,0.0,0.0,131.0,171.0
Valdecoxib,181695-72-7,0.75,1.4,0.02,9.4,7.4,314.36,5,1,86.5,3,2.5,2.5,neutral,0.0,0.0,1.0,0.0,37.5,70.0
Valproic Acid,99-66-1,0.14,0.16,0.08,15.0,12.0,144.21,2,1,37.3,5,2.6,0.25,anionic,1.0,0.0,0.0,0.0,1.7500000000000002,2.0
Valsartan,137862-53-4,0.22,0.49,0.04,7.5,9.5,435.52,8,2,112.1,10,5.0,-0.22,anionic,1.0,0.0,0.0,0.0,5.5,12.25
Valspodar,121584-18-7,1.8,2.6,0.022,12.0,10.0,1214.62,23,4,275.6,15,6.8,6.8,neutral,0.0,0.0,1.0,0.0,81.81818181818183,118.18181818181819
Vancomycin,1404-90-6,0.54,1.3,0.7,6.9,6.5,1449.25,33,19,530.5,13,0.29,-2.6,cationic,0.0,1.0,0.0,0.0,0.7714285714285716,1.8571428571428574
Vardenafil,224785-90-4,3.0,13.0,0.05,3.8,4.5,488.6,10,1,109.1,8,1.2,0.56,cationic,0.0,1.0,0.0,0.0,60.0,260.0
Vecuronium Bromide,50700-72-6,0.3,4.5,0.25,1.1,1.4,557.83,6,0,55.8,6,3.1,1.6,cationic,0.0,1.0,0.0,0.0,1.2,18.0
Venlafaxine,93413-69-5,4.4,14.0,0.73,5.2,5.0,277.4,3,1,32.7,5,3.4,1.4,cationic,0.0,1.0,0.0,0.0,6.027397260273974,19.178082191780824
Verapamil,52-53-9,3.7,18.0,0.093,3.4,2.8,454.6,6,0,64.0,14,4.5,2.9,cationic,0.0,1.0,0.0,0.0,39.78494623655914,193.5483870967742
Verlukast,120443-16-5,0.11,0.68,0.0004,2.7,2.3,515.09,5,1,70.5,11,5.1,1.6,anionic,1.0,0.0,0.0,0.0,275.0,1700.0
Vilanterol,503068-34-6,2.38,25.7,0.06,1.53,2.4,486.43,6,4,91.2,16,3.9,2.0,cationic,0.0,1.0,0.0,0.0,39.666666666666664,428.3333333333333
Vilazodone,163521-12-8,4.85,3.76,0.03,21.47,15.66,441.52,7,2,102.6,8,4.0,3.0,cationic,0.0,1.0,0.0,0.0,161.66666666666666,125.33333333333333
Vildagliptin,274901-16-5,1.03,9.9,0.885123618150588,1.74,1.67,303.4,5,2,76.4,5,0.17,-1.5,cationic,0.0,1.0,0.0,0.0,1.1636792634142137,11.184878357088074
Vinblastine,865-21-4,28.0,3.1,0.14,150.0,67.0,810.97,13,3,154.1,10,3.9,3.6,neutral,0.0,0.0,1.0,0.0,199.99999999999997,22.142857142857142
Vincristine,57-22-7,2.4,2.0,0.4,20.0,23.0,824.96,14,3,171.2,10,2.9,2.7,neutral,0.0,0.0,1.0,0.0,5.999999999999999,5.0
Vinorelbine,71486-22-1,23.0,20.0,0.87,18.0,26.0,778.93,12,2,133.9,10,4.1,3.9,neutral,0.0,0.0,1.0,0.0,26.436781609195403,22.988505747126435
Vinpocetine,42971-09-5,2.08,6.1,0.02,5.68,4.83,350.45,4,0,34.5,4,4.2,4.1,neutral,0.0,0.0,1.0,0.0,104.0,305.0
Vismodegib,879085-55-9,0.23,0.01,0.01,341.0,245.0,421.3,5,1,76.1,4,3.9,3.9,neutral,0.0,0.0,1.0,0.0,23.0,1.0
Vorapaxar,618385-01-6,3.74,0.34,0.01,183.0,149.0,492.58,6,1,77.5,6,5.1,5.1,neutral,0.0,0.0,1.0,0.0,374.0,34.0
Voriconazole,137234-62-9,2.2,8.3,0.42,4.4,5.6,349.31,6,1,76.7,5,1.5,1.5,neutral,0.0,0.0,1.0,0.0,5.238095238095239,19.761904761904763
Vorinostat,149647-78-9,0.5,28.0,0.29,0.3,0.76,264.32,5,3,78.4,8,1.6,1.6,neutral,0.0,0.0,1.0,0.0,1.7241379310344829,96.55172413793105
Vortioxetine,508233-74-7,35.3,5.8,0.02,101.0,72.0,298.45,2,1,15.3,3,4.8,3.1,cationic,0.0,1.0,0.0,0.0,1764.9999999999998,290.0
Warfarin,81-81-2,0.13,0.055,0.015,39.0,29.0,308.33,4,1,63.6,4,2.6,0.2,anionic,1.0,0.0,0.0,0.0,8.666666666666668,3.666666666666667
Xamoterol,81801-12-9,0.64,3.0,0.97,3.6,7.7,339.39,8,4,103.3,8,-0.65,-1.1,cationic,0.0,1.0,0.0,0.0,0.6597938144329897,3.0927835051546393
XK469R,157435-10-4,0.19,0.05,0.0036,63.0,48.2,344.75,6,1,81.5,5,4.0,0.79,anionic,1.0,0.0,0.0,0.0,52.77777777777778,13.88888888888889
XR5000,89459-25-6,3.41,16.31,0.03,3.49,2.08,293.36,4,1,45.2,4,2.8,1.5,cationic,0.0,1.0,0.0,0.0,113.66666666666667,543.6666666666666
Yohimbine,146-48-5,0.48,14.6,0.2,0.5,1.5,354.44,5,2,65.6,2,2.4,2.1,neutral,0.0,0.0,1.0,0.0,2.4,73.0
Zalcitabine,7481-89-2,0.54,5.6,0.96,1.6,1.2,211.22,6,2,88.1,2,-0.96,-0.96,neutral,0.0,0.0,1.0,0.0,0.5625000000000001,5.833333333333333
Zaleplon,151319-34-5,1.3,16.0,0.4,1.4,1.1,305.33,6,0,74.3,4,1.8,1.8,neutral,0.0,0.0,1.0,0.0,3.25,40.0
Zanamivir,139110-80-8,0.23,1.6,0.86,2.4,1.7,332.31,11,8,198.2,7,-3.8,-6.1,zwitterionic,0.0,0.0,0.0,1.0,0.2674418604651163,1.86046511627907
ZD-9331,153537-73-6,0.53,0.29,0.01,30.38,78.5,532.53,12,4,169.8,11,2.4,-2.6,zwitterionic,0.0,0.0,0.0,1.0,53.0,28.999999999999996
Ziconotide,107452-89-1,0.43,4.05,0.5,1.8,1.3,2639.13,68,42,1133.8,40,-9.0,-9.0,cationic,0.0,1.0,0.0,0.0,0.86,8.1
Zidovudine,30516-87-1,1.8,25.0,0.8,1.2,1.3,267.24,9,2,127.6,3,-0.32,-0.32,neutral,0.0,0.0,1.0,0.0,2.25,31.25
Zimelidine,56775-88-3,6.8,13.8,0.086,8.22,6.26,317.22,2,0,16.1,4,3.6,2.3,cationic,0.0,1.0,0.0,0.0,79.06976744186046,160.46511627906978
Ziprasidone,146939-27-7,1.0,5.1,0.0012,3.3,3.1,412.94,5,1,48.5,4,3.8,3.5,neutral,0.0,0.0,1.0,0.0,833.3333333333334,4250.0
Ziracin,109545-84-8,0.39,0.61,0.04,10.7,16.6,1631.41,39,8,479.1,31,1.6,-0.36,anionic,1.0,0.0,0.0,0.0,9.75,15.25
Zoledronic Acid,118072-93-8,0.6,2.2,0.78,4.5,11.0,272.09,9,5,153.1,4,-3.2,-9.0,anionic,1.0,0.0,0.0,0.0,0.7692307692307692,2.8205128205128207
Zolmitriptan,139264-17-8,1.8,6.7,0.75,4.6,3.6,287.36,5,2,57.4,5,1.5,0.24,cationic,0.0,1.0,0.0,0.0,2.4,8.933333333333334
Zolpidem,82626-48-0,0.54,4.3,0.08,2.1,1.7,307.39,4,0,37.6,3,3.0,3.0,neutral,0.0,0.0,1.0,0.0,6.75,53.75
Zoniporide,241800-98-6,1.7,21.0,0.34,1.3,2.0,320.35,7,3,109.7,4,1.0,1.0,neutral,0.0,0.0,1.0,0.0,4.999999999999999,61.764705882352935
Zopiclone,43200-80-2,1.3,3.3,0.2,6.6,5.2,388.81,9,0,91.8,3,0.77,0.045,cationic,0.0,1.0,0.0,0.0,6.5,16.499999999999996
Zotarolimus,221877-54-9,1.3,0.67,0.26,33.0,35.0,966.21,17,2,218.8,7,5.4,5.4,neutral,0.0,0.0,1.0,0.0,5.0,2.576923076923077
